,date,unemp_value,unemp_year,unemp_month
457,1985-12-01 00:00:00.000000,7.0,1985,12
458,1985-11-01 00:00:00.000000,7.0,1985,11
459,1985-10-01 00:00:00.000000,7.1,1985,10
460,1985-09-01 00:00:00.000000,7.1,1985,09
461,1985-08-01 00:00:00.000000,7.1,1985,08
462,1985-07-01 00:00:00.000000,7.4,1985,07
463,1985-06-01 00:00:00.000000,7.4,1985,06
464,1985-05-01 00:00:00.000000,7.2,1985,05
465,1985-04-01 00:00:00.000000,7.3,1985,04
466,1985-03-01 00:00:00.000000,7.2,1985,03
467,1985-02-01 00:00:00.000000,7.2,1985,02
468,1985-01-01 00:00:00.000000,7.3,1985,01
469,1984-12-01 00:00:00.000000,7.3,1984,12
470,1984-11-01 00:00:00.000000,7.2,1984,11
471,1984-10-01 00:00:00.000000,7.4,1984,10
472,1984-09-01 00:00:00.000000,7.3,1984,09
473,1984-08-01 00:00:00.000000,7.5,1984,08
474,1984-07-01 00:00:00.000000,7.5,1984,07
475,1984-06-01 00:00:00.000000,7.2,1984,06
476,1984-05-01 00:00:00.000000,7.4,1984,05
477,1984-04-01 00:00:00.000000,7.7,1984,04
478,1984-03-01 00:00:00.000000,7.8,1984,03
479,1984-02-01 00:00:00.000000,7.8,1984,02
480,1984-01-01 00:00:00.000000,8.0,1984,01
481,1983-12-01 00:00:00.000000,8.3,1983,12
482,1983-11-01 00:00:00.000000,8.5,1983,11
483,1983-10-01 00:00:00.000000,8.8,1983,10
484,1983-09-01 00:00:00.000000,9.2,1983,09
485,1983-08-01 00:00:00.000000,9.5,1983,08
486,1983-07-01 00:00:00.000000,9.4,1983,07
487,1983-06-01 00:00:00.000000,10.1,1983,06
488,1983-05-01 00:00:00.000000,10.1,1983,05
489,1983-04-01 00:00:00.000000,10.2,1983,04
490,1983-03-01 00:00:00.000000,10.3,1983,03
491,1983-02-01 00:00:00.000000,10.4,1983,02
492,1983-01-01 00:00:00.000000,10.4,1983,01
493,1982-12-01 00:00:00.000000,10.8,1982,12
494,1982-11-01 00:00:00.000000,10.8,1982,11
495,1982-10-01 00:00:00.000000,10.4,1982,10
496,1982-09-01 00:00:00.000000,10.1,1982,09
497,1982-08-01 00:00:00.000000,9.8,1982,08
498,1982-07-01 00:00:00.000000,9.8,1982,07
499,1982-06-01 00:00:00.000000,9.6,1982,06
500,1982-05-01 00:00:00.000000,9.4,1982,05
501,1982-04-01 00:00:00.000000,9.3,1982,04
502,1982-03-01 00:00:00.000000,9.0,1982,03
503,1982-02-01 00:00:00.000000,8.9,1982,02
504,1982-01-01 00:00:00.000000,8.6,1982,01
505,1981-12-01 00:00:00.000000,8.5,1981,12
506,1981-11-01 00:00:00.000000,8.3,1981,11
507,1981-10-01 00:00:00.000000,7.9,1981,10
508,1981-09-01 00:00:00.000000,7.6,1981,09
509,1981-08-01 00:00:00.000000,7.4,1981,08
510,1981-07-01 00:00:00.000000,7.2,1981,07
511,1981-06-01 00:00:00.000000,7.5,1981,06
512,1981-05-01 00:00:00.000000,7.5,1981,05
513,1981-04-01 00:00:00.000000,7.2,1981,04
514,1981-03-01 00:00:00.000000,7.4,1981,03
515,1981-02-01 00:00:00.000000,7.4,1981,02
516,1981-01-01 00:00:00.000000,7.5,1981,01
517,1980-12-01 00:00:00.000000,7.2,1980,12
518,1980-11-01 00:00:00.000000,7.5,1980,11
519,1980-10-01 00:00:00.000000,7.5,1980,10
520,1980-09-01 00:00:00.000000,7.5,1980,09
521,1980-08-01 00:00:00.000000,7.7,1980,08
522,1980-07-01 00:00:00.000000,7.8,1980,07
523,1980-06-01 00:00:00.000000,7.6,1980,06
524,1980-05-01 00:00:00.000000,7.5,1980,05
525,1980-04-01 00:00:00.000000,6.9,1980,04
526,1980-03-01 00:00:00.000000,6.3,1980,03
527,1980-02-01 00:00:00.000000,6.3,1980,02
528,1980-01-01 00:00:00.000000,6.3,1980,01
529,1979-12-01 00:00:00.000000,6.0,1979,12
530,1979-11-01 00:00:00.000000,5.9,1979,11
531,1979-10-01 00:00:00.000000,6.0,1979,10
532,1979-09-01 00:00:00.000000,5.9,1979,09
533,1979-08-01 00:00:00.000000,6.0,1979,08
534,1979-07-01 00:00:00.000000,5.7,1979,07
535,1979-06-01 00:00:00.000000,5.7,1979,06
536,1979-05-01 00:00:00.000000,5.6,1979,05
537,1979-04-01 00:00:00.000000,5.8,1979,04
538,1979-03-01 00:00:00.000000,5.8,1979,03
539,1979-02-01 00:00:00.000000,5.9,1979,02
540,1979-01-01 00:00:00.000000,5.9,1979,01
541,1978-12-01 00:00:00.000000,6.0,1978,12
542,1978-11-01 00:00:00.000000,5.9,1978,11
543,1978-10-01 00:00:00.000000,5.8,1978,10
544,1978-09-01 00:00:00.000000,6.0,1978,09
545,1978-08-01 00:00:00.000000,5.9,1978,08
546,1978-07-01 00:00:00.000000,6.2,1978,07
547,1978-06-01 00:00:00.000000,5.9,1978,06
548,1978-05-01 00:00:00.000000,6.0,1978,05
549,1978-04-01 00:00:00.000000,6.1,1978,04
550,1978-03-01 00:00:00.000000,6.3,1978,03
551,1978-02-01 00:00:00.000000,6.3,1978,02
552,1978-01-01 00:00:00.000000,6.4,1978,01
553,1977-12-01 00:00:00.000000,6.4,1977,12
554,1977-11-01 00:00:00.000000,6.8,1977,11
555,1977-10-01 00:00:00.000000,6.8,1977,10
556,1977-09-01 00:00:00.000000,6.8,1977,09
557,1977-08-01 00:00:00.000000,7.0,1977,08
558,1977-07-01 00:00:00.000000,6.9,1977,07
559,1977-06-01 00:00:00.000000,7.2,1977,06
560,1977-05-01 00:00:00.000000,7.0,1977,05
561,1977-04-01 00:00:00.000000,7.2,1977,04
562,1977-03-01 00:00:00.000000,7.4,1977,03
563,1977-02-01 00:00:00.000000,7.6,1977,02
564,1977-01-01 00:00:00.000000,7.5,1977,01
565,1976-12-01 00:00:00.000000,7.8,1976,12
566,1976-11-01 00:00:00.000000,7.8,1976,11
567,1976-10-01 00:00:00.000000,7.7,1976,10
568,1976-09-01 00:00:00.000000,7.6,1976,09
569,1976-08-01 00:00:00.000000,7.8,1976,08
570,1976-07-01 00:00:00.000000,7.8,1976,07
571,1976-06-01 00:00:00.000000,7.6,1976,06
572,1976-05-01 00:00:00.000000,7.4,1976,05
573,1976-04-01 00:00:00.000000,7.7,1976,04
574,1976-03-01 00:00:00.000000,7.6,1976,03
575,1976-02-01 00:00:00.000000,7.7,1976,02
576,1976-01-01 00:00:00.000000,7.9,1976,01
577,1975-12-01 00:00:00.000000,8.2,1975,12
578,1975-11-01 00:00:00.000000,8.3,1975,11
579,1975-10-01 00:00:00.000000,8.4,1975,10
580,1975-09-01 00:00:00.000000,8.4,1975,09
581,1975-08-01 00:00:00.000000,8.4,1975,08
582,1975-07-01 00:00:00.000000,8.6,1975,07
583,1975-06-01 00:00:00.000000,8.8,1975,06
584,1975-05-01 00:00:00.000000,9.0,1975,05
585,1975-04-01 00:00:00.000000,8.8,1975,04
586,1975-03-01 00:00:00.000000,8.6,1975,03
587,1975-02-01 00:00:00.000000,8.1,1975,02
588,1975-01-01 00:00:00.000000,8.1,1975,01
589,1974-12-01 00:00:00.000000,7.2,1974,12
590,1974-11-01 00:00:00.000000,6.6,1974,11
591,1974-10-01 00:00:00.000000,6.0,1974,10
592,1974-09-01 00:00:00.000000,5.9,1974,09
593,1974-08-01 00:00:00.000000,5.5,1974,08
594,1974-07-01 00:00:00.000000,5.5,1974,07
595,1974-06-01 00:00:00.000000,5.4,1974,06
596,1974-05-01 00:00:00.000000,5.1,1974,05
597,1974-04-01 00:00:00.000000,5.1,1974,04
598,1974-03-01 00:00:00.000000,5.1,1974,03
599,1974-02-01 00:00:00.000000,5.2,1974,02
600,1974-01-01 00:00:00.000000,5.1,1974,01
601,1973-12-01 00:00:00.000000,4.9,1973,12
602,1973-11-01 00:00:00.000000,4.8,1973,11
603,1973-10-01 00:00:00.000000,4.6,1973,10
604,1973-09-01 00:00:00.000000,4.8,1973,09
605,1973-08-01 00:00:00.000000,4.8,1973,08
606,1973-07-01 00:00:00.000000,4.8,1973,07
607,1973-06-01 00:00:00.000000,4.9,1973,06
608,1973-05-01 00:00:00.000000,4.9,1973,05
609,1973-04-01 00:00:00.000000,5.0,1973,04
610,1973-03-01 00:00:00.000000,4.9,1973,03
611,1973-02-01 00:00:00.000000,5.0,1973,02
612,1973-01-01 00:00:00.000000,4.9,1973,01
613,1972-12-01 00:00:00.000000,5.2,1972,12
614,1972-11-01 00:00:00.000000,5.3,1972,11
615,1972-10-01 00:00:00.000000,5.6,1972,10
616,1972-09-01 00:00:00.000000,5.5,1972,09
617,1972-08-01 00:00:00.000000,5.6,1972,08
618,1972-07-01 00:00:00.000000,5.6,1972,07
619,1972-06-01 00:00:00.000000,5.7,1972,06
620,1972-05-01 00:00:00.000000,5.7,1972,05
621,1972-04-01 00:00:00.000000,5.7,1972,04
622,1972-03-01 00:00:00.000000,5.8,1972,03
623,1972-02-01 00:00:00.000000,5.7,1972,02
624,1972-01-01 00:00:00.000000,5.8,1972,01
625,1971-12-01 00:00:00.000000,6.0,1971,12
626,1971-11-01 00:00:00.000000,6.0,1971,11
627,1971-10-01 00:00:00.000000,5.8,1971,10
628,1971-09-01 00:00:00.000000,6.0,1971,09
629,1971-08-01 00:00:00.000000,6.1,1971,08
630,1971-07-01 00:00:00.000000,6.0,1971,07
631,1971-06-01 00:00:00.000000,5.9,1971,06
632,1971-05-01 00:00:00.000000,5.9,1971,05
633,1971-04-01 00:00:00.000000,5.9,1971,04
634,1971-03-01 00:00:00.000000,6.0,1971,03
635,1971-02-01 00:00:00.000000,5.9,1971,02
636,1971-01-01 00:00:00.000000,5.9,1971,01
637,1970-12-01 00:00:00.000000,6.1,1970,12
638,1970-11-01 00:00:00.000000,5.9,1970,11
639,1970-10-01 00:00:00.000000,5.5,1970,10
640,1970-09-01 00:00:00.000000,5.4,1970,09
641,1970-08-01 00:00:00.000000,5.1,1970,08
642,1970-07-01 00:00:00.000000,5.0,1970,07
643,1970-06-01 00:00:00.000000,4.9,1970,06
644,1970-05-01 00:00:00.000000,4.8,1970,05
645,1970-04-01 00:00:00.000000,4.6,1970,04
646,1970-03-01 00:00:00.000000,4.4,1970,03
647,1970-02-01 00:00:00.000000,4.2,1970,02
648,1970-01-01 00:00:00.000000,3.9,1970,01
649,1969-12-01 00:00:00.000000,3.5,1969,12
650,1969-11-01 00:00:00.000000,3.5,1969,11
651,1969-10-01 00:00:00.000000,3.7,1969,10
652,1969-09-01 00:00:00.000000,3.7,1969,09
653,1969-08-01 00:00:00.000000,3.5,1969,08
654,1969-07-01 00:00:00.000000,3.5,1969,07
655,1969-06-01 00:00:00.000000,3.5,1969,06
656,1969-05-01 00:00:00.000000,3.4,1969,05
657,1969-04-01 00:00:00.000000,3.4,1969,04
658,1969-03-01 00:00:00.000000,3.4,1969,03
659,1969-02-01 00:00:00.000000,3.4,1969,02
660,1969-01-01 00:00:00.000000,3.4,1969,01
661,1968-12-01 00:00:00.000000,3.4,1968,12
662,1968-11-01 00:00:00.000000,3.4,1968,11
663,1968-10-01 00:00:00.000000,3.4,1968,10
664,1968-09-01 00:00:00.000000,3.4,1968,09
665,1968-08-01 00:00:00.000000,3.5,1968,08
666,1968-07-01 00:00:00.000000,3.7,1968,07
667,1968-06-01 00:00:00.000000,3.7,1968,06
668,1968-05-01 00:00:00.000000,3.5,1968,05
669,1968-04-01 00:00:00.000000,3.5,1968,04
670,1968-03-01 00:00:00.000000,3.7,1968,03
671,1968-02-01 00:00:00.000000,3.8,1968,02
672,1968-01-01 00:00:00.000000,3.7,1968,01
673,1967-12-01 00:00:00.000000,3.8,1967,12
674,1967-11-01 00:00:00.000000,3.9,1967,11
675,1967-10-01 00:00:00.000000,4.0,1967,10
676,1967-09-01 00:00:00.000000,3.8,1967,09
677,1967-08-01 00:00:00.000000,3.8,1967,08
678,1967-07-01 00:00:00.000000,3.8,1967,07
679,1967-06-01 00:00:00.000000,3.9,1967,06
680,1967-05-01 00:00:00.000000,3.8,1967,05
681,1967-04-01 00:00:00.000000,3.8,1967,04
682,1967-03-01 00:00:00.000000,3.8,1967,03
683,1967-02-01 00:00:00.000000,3.8,1967,02
684,1967-01-01 00:00:00.000000,3.9,1967,01
685,1966-12-01 00:00:00.000000,3.8,1966,12
686,1966-11-01 00:00:00.000000,3.6,1966,11
687,1966-10-01 00:00:00.000000,3.7,1966,10
688,1966-09-01 00:00:00.000000,3.7,1966,09
689,1966-08-01 00:00:00.000000,3.8,1966,08
690,1966-07-01 00:00:00.000000,3.8,1966,07
691,1966-06-01 00:00:00.000000,3.8,1966,06
692,1966-05-01 00:00:00.000000,3.9,1966,05
693,1966-04-01 00:00:00.000000,3.8,1966,04
694,1966-03-01 00:00:00.000000,3.8,1966,03
695,1966-02-01 00:00:00.000000,3.8,1966,02
696,1966-01-01 00:00:00.000000,4.0,1966,01
697,1965-12-01 00:00:00.000000,4.0,1965,12
698,1965-11-01 00:00:00.000000,4.1,1965,11
699,1965-10-01 00:00:00.000000,4.2,1965,10
700,1965-09-01 00:00:00.000000,4.3,1965,09
701,1965-08-01 00:00:00.000000,4.4,1965,08
702,1965-07-01 00:00:00.000000,4.4,1965,07
703,1965-06-01 00:00:00.000000,4.6,1965,06
704,1965-05-01 00:00:00.000000,4.6,1965,05
705,1965-04-01 00:00:00.000000,4.8,1965,04
706,1965-03-01 00:00:00.000000,4.7,1965,03
707,1965-02-01 00:00:00.000000,5.1,1965,02
708,1965-01-01 00:00:00.000000,4.9,1965,01
709,1964-12-01 00:00:00.000000,5.0,1964,12
710,1964-11-01 00:00:00.000000,4.8,1964,11
711,1964-10-01 00:00:00.000000,5.1,1964,10
712,1964-09-01 00:00:00.000000,5.1,1964,09
713,1964-08-01 00:00:00.000000,5.0,1964,08
714,1964-07-01 00:00:00.000000,4.9,1964,07
715,1964-06-01 00:00:00.000000,5.2,1964,06
716,1964-05-01 00:00:00.000000,5.1,1964,05
717,1964-04-01 00:00:00.000000,5.3,1964,04
718,1964-03-01 00:00:00.000000,5.4,1964,03
719,1964-02-01 00:00:00.000000,5.4,1964,02
720,1964-01-01 00:00:00.000000,5.6,1964,01
721,1963-12-01 00:00:00.000000,5.5,1963,12
722,1963-11-01 00:00:00.000000,5.7,1963,11
723,1963-10-01 00:00:00.000000,5.5,1963,10
724,1963-09-01 00:00:00.000000,5.5,1963,09
725,1963-08-01 00:00:00.000000,5.4,1963,08
726,1963-07-01 00:00:00.000000,5.6,1963,07
727,1963-06-01 00:00:00.000000,5.6,1963,06
728,1963-05-01 00:00:00.000000,5.9,1963,05
729,1963-04-01 00:00:00.000000,5.7,1963,04
730,1963-03-01 00:00:00.000000,5.7,1963,03
731,1963-02-01 00:00:00.000000,5.9,1963,02
732,1963-01-01 00:00:00.000000,5.7,1963,01
733,1962-12-01 00:00:00.000000,5.5,1962,12
734,1962-11-01 00:00:00.000000,5.7,1962,11
735,1962-10-01 00:00:00.000000,5.4,1962,10
736,1962-09-01 00:00:00.000000,5.6,1962,09
737,1962-08-01 00:00:00.000000,5.7,1962,08
738,1962-07-01 00:00:00.000000,5.4,1962,07
739,1962-06-01 00:00:00.000000,5.5,1962,06
740,1962-05-01 00:00:00.000000,5.5,1962,05
741,1962-04-01 00:00:00.000000,5.6,1962,04
742,1962-03-01 00:00:00.000000,5.6,1962,03
743,1962-02-01 00:00:00.000000,5.5,1962,02
744,1962-01-01 00:00:00.000000,5.8,1962,01
745,1961-12-01 00:00:00.000000,6.0,1961,12
746,1961-11-01 00:00:00.000000,6.1,1961,11
747,1961-10-01 00:00:00.000000,6.5,1961,10
748,1961-09-01 00:00:00.000000,6.7,1961,09
749,1961-08-01 00:00:00.000000,6.6,1961,08
750,1961-07-01 00:00:00.000000,7.0,1961,07
751,1961-06-01 00:00:00.000000,6.9,1961,06
752,1961-05-01 00:00:00.000000,7.1,1961,05
753,1961-04-01 00:00:00.000000,7.0,1961,04
754,1961-03-01 00:00:00.000000,6.9,1961,03
755,1961-02-01 00:00:00.000000,6.9,1961,02
756,1961-01-01 00:00:00.000000,6.6,1961,01
757,1960-12-01 00:00:00.000000,6.6,1960,12
758,1960-11-01 00:00:00.000000,6.1,1960,11
759,1960-10-01 00:00:00.000000,6.1,1960,10
760,1960-09-01 00:00:00.000000,5.5,1960,09
761,1960-08-01 00:00:00.000000,5.6,1960,08
762,1960-07-01 00:00:00.000000,5.5,1960,07
763,1960-06-01 00:00:00.000000,5.4,1960,06
764,1960-05-01 00:00:00.000000,5.1,1960,05
765,1960-04-01 00:00:00.000000,5.2,1960,04
766,1960-03-01 00:00:00.000000,5.4,1960,03
767,1960-02-01 00:00:00.000000,4.8,1960,02
768,1960-01-01 00:00:00.000000,5.2,1960,01
769,1959-12-01 00:00:00.000000,5.3,1959,12
770,1959-11-01 00:00:00.000000,5.8,1959,11
771,1959-10-01 00:00:00.000000,5.7,1959,10
772,1959-09-01 00:00:00.000000,5.5,1959,09
773,1959-08-01 00:00:00.000000,5.2,1959,08
774,1959-07-01 00:00:00.000000,5.1,1959,07
775,1959-06-01 00:00:00.000000,5.0,1959,06
776,1959-05-01 00:00:00.000000,5.1,1959,05
777,1959-04-01 00:00:00.000000,5.2,1959,04
778,1959-03-01 00:00:00.000000,5.6,1959,03
779,1959-02-01 00:00:00.000000,5.9,1959,02
780,1959-01-01 00:00:00.000000,6.0,1959,01
781,1958-12-01 00:00:00.000000,6.2,1958,12
782,1958-11-01 00:00:00.000000,6.2,1958,11
783,1958-10-01 00:00:00.000000,6.7,1958,10
784,1958-09-01 00:00:00.000000,7.1,1958,09
785,1958-08-01 00:00:00.000000,7.4,1958,08
786,1958-07-01 00:00:00.000000,7.5,1958,07
787,1958-06-01 00:00:00.000000,7.3,1958,06
788,1958-05-01 00:00:00.000000,7.4,1958,05
789,1958-04-01 00:00:00.000000,7.4,1958,04
790,1958-03-01 00:00:00.000000,6.7,1958,03
791,1958-02-01 00:00:00.000000,6.4,1958,02
792,1958-01-01 00:00:00.000000,5.8,1958,01
793,1957-12-01 00:00:00.000000,5.2,1957,12
794,1957-11-01 00:00:00.000000,5.1,1957,11
795,1957-10-01 00:00:00.000000,4.5,1957,10
796,1957-09-01 00:00:00.000000,4.4,1957,09
797,1957-08-01 00:00:00.000000,4.1,1957,08
798,1957-07-01 00:00:00.000000,4.2,1957,07
799,1957-06-01 00:00:00.000000,4.3,1957,06
800,1957-05-01 00:00:00.000000,4.1,1957,05
801,1957-04-01 00:00:00.000000,3.9,1957,04
802,1957-03-01 00:00:00.000000,3.7,1957,03
803,1957-02-01 00:00:00.000000,3.9,1957,02
804,1957-01-01 00:00:00.000000,4.2,1957,01
805,1956-12-01 00:00:00.000000,4.2,1956,12
806,1956-11-01 00:00:00.000000,4.3,1956,11
807,1956-10-01 00:00:00.000000,3.9,1956,10
808,1956-09-01 00:00:00.000000,3.9,1956,09
809,1956-08-01 00:00:00.000000,4.1,1956,08
810,1956-07-01 00:00:00.000000,4.4,1956,07
811,1956-06-01 00:00:00.000000,4.3,1956,06
812,1956-05-01 00:00:00.000000,4.3,1956,05
813,1956-04-01 00:00:00.000000,4.0,1956,04
814,1956-03-01 00:00:00.000000,4.2,1956,03
815,1956-02-01 00:00:00.000000,3.9,1956,02
816,1956-01-01 00:00:00.000000,4.0,1956,01
817,1955-12-01 00:00:00.000000,4.2,1955,12
818,1955-11-01 00:00:00.000000,4.2,1955,11
819,1955-10-01 00:00:00.000000,4.3,1955,10
820,1955-09-01 00:00:00.000000,4.1,1955,09
821,1955-08-01 00:00:00.000000,4.2,1955,08
822,1955-07-01 00:00:00.000000,4.0,1955,07
823,1955-06-01 00:00:00.000000,4.2,1955,06
824,1955-05-01 00:00:00.000000,4.3,1955,05
825,1955-04-01 00:00:00.000000,4.7,1955,04
826,1955-03-01 00:00:00.000000,4.6,1955,03
827,1955-02-01 00:00:00.000000,4.7,1955,02
828,1955-01-01 00:00:00.000000,4.9,1955,01
829,1954-12-01 00:00:00.000000,5.0,1954,12
830,1954-11-01 00:00:00.000000,5.3,1954,11
831,1954-10-01 00:00:00.000000,5.7,1954,10
832,1954-09-01 00:00:00.000000,6.1,1954,09
833,1954-08-01 00:00:00.000000,6.0,1954,08
834,1954-07-01 00:00:00.000000,5.8,1954,07
835,1954-06-01 00:00:00.000000,5.6,1954,06
836,1954-05-01 00:00:00.000000,5.9,1954,05
837,1954-04-01 00:00:00.000000,5.9,1954,04
838,1954-03-01 00:00:00.000000,5.7,1954,03
839,1954-02-01 00:00:00.000000,5.2,1954,02
840,1954-01-01 00:00:00.000000,4.9,1954,01
841,1953-12-01 00:00:00.000000,4.5,1953,12
842,1953-11-01 00:00:00.000000,3.5,1953,11
843,1953-10-01 00:00:00.000000,3.1,1953,10
844,1953-09-01 00:00:00.000000,2.9,1953,09
845,1953-08-01 00:00:00.000000,2.7,1953,08
846,1953-07-01 00:00:00.000000,2.6,1953,07
847,1953-06-01 00:00:00.000000,2.5,1953,06
848,1953-05-01 00:00:00.000000,2.5,1953,05
849,1953-04-01 00:00:00.000000,2.7,1953,04
850,1953-03-01 00:00:00.000000,2.6,1953,03
851,1953-02-01 00:00:00.000000,2.6,1953,02
852,1953-01-01 00:00:00.000000,2.9,1953,01
853,1952-12-01 00:00:00.000000,2.7,1952,12
854,1952-11-01 00:00:00.000000,2.8,1952,11
855,1952-10-01 00:00:00.000000,3.0,1952,10
856,1952-09-01 00:00:00.000000,3.1,1952,09
857,1952-08-01 00:00:00.000000,3.4,1952,08
858,1952-07-01 00:00:00.000000,3.2,1952,07
859,1952-06-01 00:00:00.000000,3.0,1952,06
860,1952-05-01 00:00:00.000000,3.0,1952,05
861,1952-04-01 00:00:00.000000,2.9,1952,04
862,1952-03-01 00:00:00.000000,2.9,1952,03
863,1952-02-01 00:00:00.000000,3.1,1952,02
864,1952-01-01 00:00:00.000000,3.2,1952,01
865,1951-12-01 00:00:00.000000,3.1,1951,12
866,1951-11-01 00:00:00.000000,3.5,1951,11
867,1951-10-01 00:00:00.000000,3.5,1951,10
868,1951-09-01 00:00:00.000000,3.3,1951,09
869,1951-08-01 00:00:00.000000,3.1,1951,08
870,1951-07-01 00:00:00.000000,3.1,1951,07
871,1951-06-01 00:00:00.000000,3.2,1951,06
872,1951-05-01 00:00:00.000000,3.0,1951,05
873,1951-04-01 00:00:00.000000,3.1,1951,04
874,1951-03-01 00:00:00.000000,3.4,1951,03
875,1951-02-01 00:00:00.000000,3.4,1951,02
876,1951-01-01 00:00:00.000000,3.7,1951,01
877,1950-12-01 00:00:00.000000,4.3,1950,12
878,1950-11-01 00:00:00.000000,4.2,1950,11
879,1950-10-01 00:00:00.000000,4.2,1950,10
880,1950-09-01 00:00:00.000000,4.4,1950,09
881,1950-08-01 00:00:00.000000,4.5,1950,08
882,1950-07-01 00:00:00.000000,5.0,1950,07
883,1950-06-01 00:00:00.000000,5.4,1950,06
884,1950-05-01 00:00:00.000000,5.5,1950,05
885,1950-04-01 00:00:00.000000,5.8,1950,04
886,1950-03-01 00:00:00.000000,6.3,1950,03
887,1950-02-01 00:00:00.000000,6.4,1950,02
888,1950-01-01 00:00:00.000000,6.5,1950,01
889,1949-12-01 00:00:00.000000,6.6,1949,12
890,1949-11-01 00:00:00.000000,6.4,1949,11
891,1949-10-01 00:00:00.000000,7.9,1949,10
892,1949-09-01 00:00:00.000000,6.6,1949,09
893,1949-08-01 00:00:00.000000,6.8,1949,08
894,1949-07-01 00:00:00.000000,6.7,1949,07
895,1949-06-01 00:00:00.000000,6.2,1949,06
896,1949-05-01 00:00:00.000000,6.1,1949,05
897,1949-04-01 00:00:00.000000,5.3,1949,04
898,1949-03-01 00:00:00.000000,5.0,1949,03
899,1949-02-01 00:00:00.000000,4.7,1949,02
900,1949-01-01 00:00:00.000000,4.3,1949,01
901,1948-12-01 00:00:00.000000,4.0,1948,12
902,1948-11-01 00:00:00.000000,3.8,1948,11
903,1948-10-01 00:00:00.000000,3.7,1948,10
904,1948-09-01 00:00:00.000000,3.8,1948,09
905,1948-08-01 00:00:00.000000,3.9,1948,08
906,1948-07-01 00:00:00.000000,3.6,1948,07
907,1948-06-01 00:00:00.000000,3.6,1948,06
908,1948-05-01 00:00:00.000000,3.5,1948,05
909,1948-04-01 00:00:00.000000,3.9,1948,04
910,1948-03-01 00:00:00.000000,4.0,1948,03
911,1948-02-01 00:00:00.000000,3.8,1948,02
912,1948-01-01 00:00:00.000000,3.4,1948,01
